ID,municipio,departamento
5690,SANTO DOMINGO,ANTIOQUIA
5697,SANTUARIO,ANTIOQUIA
5736,SEGOVIA,ANTIOQUIA
5756,SONSON,ANTIOQUIA
5761,SOPETRAN,ANTIOQUIA
5789,TAMESIS,ANTIOQUIA
5790,TARAZA,ANTIOQUIA
5792,TARSO,ANTIOQUIA
5809,TITIRIBI,ANTIOQUIA
5842,URAMITA,ANTIOQUIA
5847,URRAO,ANTIOQUIA
5854,VALDIVIA,ANTIOQUIA
5858,VEGACHI,ANTIOQUIA
5861,VENECIA,ANTIOQUIA
5885,YALI,ANTIOQUIA
5887,YARUMAL,ANTIOQUIA
5890,YOLOMBO,ANTIOQUIA
5893,YONDO-CASABE,ANTIOQUIA
5895,ZARAGOZA,ANTIOQUIA
8078,BARANOA,ATLANTICO
8137,CAMPO DE LA CRUZ,ATLANTICO
8141,CANDELARIA,ATLANTICO
8296,GALAPA,ATLANTICO
8372,JUAN DE ACOSTA,ATLANTICO
8421,LURUACO,ATLANTICO
8433,MALAMBO,ATLANTICO
8436,MANATI,ATLANTICO
8520,PALMAR DE VARELA,ATLANTICO
8558,POLONUEVO,ATLANTICO
8560,PONEDERA,ATLANTICO
8573,PUERTO COLOMBIA,ATLANTICO
8606,REPELON,ATLANTICO
8634,SABANAGRANDE,ATLANTICO
8638,SABANALARGA,ATLANTICO
8675,SANTA LUCIA,ATLANTICO
8685,SANTO TOMAS,ATLANTICO
8770,SUAN,ATLANTICO
8832,TUBARA,ATLANTICO
8849,USIACURI,ATLANTICO
13006,ACHI,BOLIVAR
13030,ALTOS DEL ROSARIO,BOLIVAR
13042,ARENAL,BOLIVAR
13052,ARJONA,BOLIVAR
13062,ARROYO HONDO,BOLIVAR
13074,BARRANCO DE LOBA,BOLIVAR
13140,CALAMAR,BOLIVAR
13160,CANTAGALLO,BOLIVAR
13188,CICUCO,BOLIVAR
13212,CORDOBA,BOLIVAR
13222,CLEMENCIA,BOLIVAR
13244,EL CARMEN DE BOLIVAR,BOLIVAR
13248,EL GUAMO,BOLIVAR
13268,EL PEÑON,BOLIVAR
13300,HATILLO DE LOBA,BOLIVAR
13430,MAGANGUE,BOLIVAR
13433,MAHATES,BOLIVAR
13440,MARGARITA,BOLIVAR
13442,MARIA LA BAJA,BOLIVAR
13458,MONTECRISTO,BOLIVAR
13468,MOMPOS,BOLIVAR
13473,MORALES,BOLIVAR
13549,PINILLOS,BOLIVAR
13580,REGIDOR,BOLIVAR
13600,RIOVIEJO,BOLIVAR
13647,SAN ESTANISLAO,BOLIVAR
13654,SAN JACINTO,BOLIVAR
13657,SAN JUAN NEPOMUCENO,BOLIVAR
13670,SAN PABLO,BOLIVAR
13673,SANTA CATALINA,BOLIVAR
13683,SANTA ROSA,BOLIVAR
13688,SANTA ROSA DEL SUR,BOLIVAR
13744,SIMITI,BOLIVAR
13760,SOPLAVIENTO,BOLIVAR
13780,TALAIGUA NUEVO,BOLIVAR
13810,TIQUISIO (PTO. RICO),BOLIVAR
13836,TURBACO,BOLIVAR
13838,TURBANA,BOLIVAR
13873,VILLANUEVA,BOLIVAR
13894,ZAMBRANO,BOLIVAR
15047,AQUITANIA (PUEBLOVIEJO),BOYACA
15176,CHIQUINQUIRA,BOYACA
15183,CHITA,BOYACA
15204,COMBITA,BOYACA
15238,DUITAMA,BOYACA
15299,GARAGOA,BOYACA
15322,GUATEQUE,BOYACA
15367,JENESANO,BOYACA
15407,VILLA DE LEIVA,BOYACA
15455,MIRAFLORES,BOYACA
15469,MONIQUIRA,BOYACA
15476,MOTAVITA,BOYACA
15480,MUZO,BOYACA
15491,NOBSA,BOYACA
15507,OTANCHE,BOYACA
15516,PAIPA,BOYACA
15531,PAUNA,BOYACA
15542,PESCA,BOYACA
15572,PUERTO BOYACA,BOYACA
15599,RAMIRIQUI,BOYACA
15600,RAQUIRA,BOYACA
15632,SABOYA,BOYACA
15646,SAMACA,BOYACA
15681,SAN PABLO DE BORBUR,BOYACA
15686,SANTANA,BOYACA
15693,SANTA ROSA DE VITERBO,BOYACA
15740,SIACHOQUE,BOYACA
15755,SOCOTA,BOYACA
15759,SOGAMOSO,BOYACA
15804,TIBANA,BOYACA
15806,TIBASOSA,BOYACA
15814,TOCA,BOYACA
15837,TUTA,BOYACA
15842,UMBITA,BOYACA
15861,VENTAQUEMADA,BOYACA
17013,AGUADAS,CALDAS
17050,ARANZAZU,CALDAS
17088,BELALCAZAR,CALDAS
17174,CHINCHINA,CALDAS
17272,FILADELFIA,CALDAS
17380,LA DORADA,CALDAS
17433,MANZANARES,CALDAS
17442,MARMATO,CALDAS
17444,MARQUETALIA,CALDAS
17486,NEIRA,CALDAS
17513,PACORA,CALDAS
17524,PALESTINA,CALDAS
17541,PENSILVANIA,CALDAS
17614,RIOSUCIO,CALDAS
17616,RISARALDA,CALDAS
17653,SALAMINA,CALDAS
17665,SAN JOSE,CALDAS
17777,SUPIA,CALDAS
17867,VICTORIA,CALDAS
17873,VILLAMARIA,CALDAS
17877,VITERBO,CALDAS
18094,BELEN DE LOS ANDAQUIES,CAQUETA
18150,CARTAGENA DEL CHAIRA,CAQUETA
18205,CURILLO,CAQUETA
18247,EL DONCELLO,CAQUETA
18256,EL PAUJIL,CAQUETA
18410,LA MONTAÑITA,CAQUETA
18460,MILAN,CAQUETA
18592,PUERTO RICO,CAQUETA
18610,SAN JOSE DEL FRAGUA,CAQUETA
18753,SAN VICENTE DEL CAGUAN,CAQUETA
18756,SOLANO,CAQUETA
18860,VALPARAISO,CAQUETA
19022,ALMAGUER,CAUCA
19050,ARGELIA,CAUCA
19075,BALBOA,CAUCA
19100,BOLIVAR,CAUCA
19110,BUENOS AIRES,CAUCA
19130,CAJIBIO,CAUCA
19137,CALDONO,CAUCA
19142,CALOTO,CAUCA
19212,CORINTO,CAUCA
19256,EL TAMBO,CAUCA
19300,GUACHENE,CAUCA
19318,GUAPI,CAUCA
19355,INZA,CAUCA
19364,JAMBALO,CAUCA
19397,LA VEGA,CAUCA
19450,MERCADERES,CAUCA
19455,MIRANDA,CAUCA
19473,MORALES,CAUCA
19513,PADILLA,CAUCA
19517,PAEZ (BELALCAZAR),CAUCA
19532,PATIA (EL BORDO),CAUCA
19573,PUERTO TEJADA,CAUCA
19585,PURACE (COCONUCO),CAUCA
19622,ROSAS,CAUCA
19693,SAN SEBASTIAN,CAUCA
19698,SANTANDER DE QUILICHAO,CAUCA
19701,SANTA ROSA,CAUCA
19743,SILVIA,CAUCA
19760,SOTARA (PAISPAMBA),CAUCA
19780,SUAREZ,CAUCA
19785,SUCRE,CAUCA
19809,TIMBIQUI,CAUCA
19821,TORIBIO,CAUCA
19824,TOTORO,CAUCA
19845,VILLA RICA,CAUCA
20011,AGUACHICA,CESAR
20013,AGUSTIN CODAZZI,CESAR
20032,ASTREA,CESAR
20045,BECERRIL,CESAR
20060,BOSCONIA,CESAR
20175,CHIMICHAGUA,CESAR
20178,CHIRIGUANA,CESAR
20228,CURUMANI,CESAR
20238,EL COPEY,CESAR
20250,EL PASO,CESAR
20295,GAMARRA,CESAR
20383,LA GLORIA,CESAR
20400,LA JAGUA DE IBIRICO,CESAR
20443,MANAURE BALCON DEL CESAR (MANA,CESAR
20517,PAILITAS,CESAR
20550,PELAYA,CESAR
20570,PUEBLO BELLO,CESAR
20614,RIO DE ORO,CESAR
20621,LA PAZ,CESAR
20710,SAN ALBERTO,CESAR
20750,SAN DIEGO,CESAR
20770,SAN MARTIN,CESAR
20787,TAMALAMEQUE,CESAR
23068,AYAPEL,CORDOBA
23090,CANALETE,CORDOBA
23162,CERETE,CORDOBA
23168,CHIMA,CORDOBA
23182,CHINU,CORDOBA
23189,CIENAGA DE ORO,CORDOBA
23300,COTORRA (BONGO),CORDOBA
23417,LORICA,CORDOBA
23419,LOS CORDOBAS,CORDOBA
23464,MOMIL,CORDOBA
23466,MONTELIBANO,CORDOBA
23500,MOÑITOS,CORDOBA
23555,PLANETA RICA,CORDOBA
23574,PUERTO ESCONDIDO,CORDOBA
23586,PURISIMA,CORDOBA
23660,SAHAGUN,CORDOBA
23670,SAN ANDRES DE SOTAVENTO,CORDOBA
23672,SAN ANTERO,CORDOBA
23675,SAN BERNARDO DEL VIENTO,CORDOBA
23678,SAN CARLOS,CORDOBA
23682,SAN JOSE DE URE,CORDOBA
23686,SAN PELAYO,CORDOBA
23807,TIERRALTA,CORDOBA
23855,VALENCIA,CORDOBA
25001,AGUA DE DIOS,CUNDINAMARCA
25035,ANAPOIMA,CUNDINAMARCA
25040,ANOLAIMA,CUNDINAMARCA
25053,ARBELAEZ,CUNDINAMARCA
25099,BOJACA,CUNDINAMARCA
25126,CAJICA,CUNDINAMARCA
25148,CAPARRAPI,CUNDINAMARCA
25151,CAQUEZA,CUNDINAMARCA
25154,CARMEN DE CARUPA,CUNDINAMARCA
25178,CHIPAQUE,CUNDINAMARCA
25181,CHOACHI,CUNDINAMARCA
25183,CHOCONTA,CUNDINAMARCA
25200,COGUA,CUNDINAMARCA
25214,COTA,CUNDINAMARCA
25260,EL ROSAL,CUNDINAMARCA
25269,FACATATIVA,CUNDINAMARCA
25279,FOMEQUE,CUNDINAMARCA
25281,FOSCA,CUNDINAMARCA
25286,FUNZA,CUNDINAMARCA
25295,GACHANCIPA,CUNDINAMARCA
25297,GACHETA,CUNDINAMARCA
25307,GIRARDOT,CUNDINAMARCA
25312,GRANADA,CUNDINAMARCA
25317,GUACHETA,CUNDINAMARCA
25320,GUADUAS,CUNDINAMARCA
25322,GUASCA,CUNDINAMARCA
25372,JUNIN,CUNDINAMARCA
25394,LA PALMA,CUNDINAMARCA
25402,LA VEGA,CUNDINAMARCA
25407,LENGUAZAQUE,CUNDINAMARCA
25430,MADRID,CUNDINAMARCA
25438,MEDINA,CUNDINAMARCA
25473,MOSQUERA,CUNDINAMARCA
25486,NEMOCON,CUNDINAMARCA
25488,NILO,CUNDINAMARCA
25491,NOCAIMA,CUNDINAMARCA
25513,PACHO,CUNDINAMARCA
25530,PARATEBUENO (LA NAGUAYA),CUNDINAMARCA
25535,PASCA,CUNDINAMARCA
25572,PUERTO SALGAR,CUNDINAMARCA
25594,QUETAME,CUNDINAMARCA
25596,QUIPILE,CUNDINAMARCA
25599,APULO,CUNDINAMARCA
25612,RICAURTE,CUNDINAMARCA
25645,SAN ANTONIO DEL TEQUENDAMA,CUNDINAMARCA
25649,SAN BERNARDO,CUNDINAMARCA
25658,SAN FRANCISCO,CUNDINAMARCA
25718,SASAIMA,CUNDINAMARCA
25736,SESQUILE,CUNDINAMARCA
25740,SIBATE,CUNDINAMARCA
25743,SILVANIA,CUNDINAMARCA
25745,SIMIJACA,CUNDINAMARCA
25758,SOPO,CUNDINAMARCA
25769,SUBACHOQUE,CUNDINAMARCA
25772,SUESCA,CUNDINAMARCA
25779,SUSA,CUNDINAMARCA
25785,TABIO,CUNDINAMARCA
25793,TAUSA,CUNDINAMARCA
25797,TENA,CUNDINAMARCA
25799,TENJO,CUNDINAMARCA
25815,TOCAIMA,CUNDINAMARCA
25817,TOCANCIPA,CUNDINAMARCA
25843,UBATE,CUNDINAMARCA
25845,UNE,CUNDINAMARCA
25862,VERGARA,CUNDINAMARCA
25873,VILLAPINZON,CUNDINAMARCA
25875,VILLETA,CUNDINAMARCA
25878,VIOTA,CUNDINAMARCA
25885,YACOPI,CUNDINAMARCA
25899,ZIPAQUIRA,CUNDINAMARCA
27001,QUIBDO,CHOCO
27006,ACANDI,CHOCO
27025,ALTO BAUDO (PIE DE PATO),CHOCO
27075,BAHIA SOLANO (MUTIS),CHOCO
27135,EL CANTON DEL SAN PABLO (MAN.,CHOCO
27160,CERTEGUI,CHOCO
27205,CONDOTO,CHOCO
27361,ISTMINA,CHOCO
27413,LLORO,CHOCO
27450,MEDIO SAN JUAN,CHOCO
27615,RIOSUCIO,CHOCO
27787,TADO,CHOCO
27800,UNGUIA,CHOCO
41006,ACEVEDO,HUILA
41013,AGRADO,HUILA
41016,AIPE,HUILA
41020,ALGECIRAS,HUILA
41078,BARAYA,HUILA
41132,CAMPOALEGRE,HUILA
41206,COLOMBIA,HUILA
41298,GARZON,HUILA
41306,GIGANTE,HUILA
41319,GUADALUPE,HUILA
41357,IQUIRA,HUILA
41359,ISNOS,HUILA
41378,LA ARGENTINA (PLATA VIEJA),HUILA
41396,LA PLATA,HUILA
41503,OPORAPA,HUILA
41524,PALERMO,HUILA
41530,PALESTINA,HUILA
41548,PITAL,HUILA
41551,PITALITO,HUILA
41615,RIVERA,HUILA
41660,SALADOBLANCO,HUILA
41668,SAN AGUSTIN,HUILA
41676,SANTA MARIA,HUILA
41770,SUAZA,HUILA
41791,TARQUI,HUILA
41797,TESALIA (CARNICERIAS),HUILA
41799,TELLO,HUILA
41801,TERUEL,HUILA
41807,TIMANA,HUILA
41885,YAGUARA,HUILA
44035,ALBANIA,LA GUAJIRA
44078,BARRANCAS,LA GUAJIRA
44090,DIBULLA,LA GUAJIRA
44098,DISTRACCION,LA GUAJIRA
44110,EL MOLINO,LA GUAJIRA
44279,FONSECA,LA GUAJIRA
44378,HATONUEVO,LA GUAJIRA
44560,MANAURE,LA GUAJIRA
44650,SAN JUAN DEL CESAR,LA GUAJIRA
44855,URUMITA,LA GUAJIRA
44874,VILLANUEVA,LA GUAJIRA
47053,ARACATACA,MAGDALENA
47058,ARIGUANI (EL DIFICIL),MAGDALENA
47170,CHIVOLO,MAGDALENA
47189,CIENAGA,MAGDALENA
47205,CONCORDIA,MAGDALENA
47245,EL BANCO,MAGDALENA
47258,EL PIÑON,MAGDALENA
47268,EL RETEN,MAGDALENA
47288,FUNDACION,MAGDALENA
47318,GUAMAL,MAGDALENA
47460,NUEVA GRANADA,MAGDALENA
47541,PEDRAZA,MAGDALENA
47545,PIJIÑO DEL CARMEN,MAGDALENA
47551,PIVIJAY,MAGDALENA
47555,PLATO,MAGDALENA
47570,PUEBLOVIEJO,MAGDALENA
47660,SABANAS DE SAN ANGEL,MAGDALENA
47692,SAN SEBASTIAN DE BUENAVISTA,MAGDALENA
47707,SANTA ANA,MAGDALENA
47720,SANTA BARBARA DE PINTO,MAGDALENA
47745,SITIONUEVO,MAGDALENA
47960,ZAPAYAN,MAGDALENA
47980,ZONA BANANERA (SEVILLA),MAGDALENA
50006,ACACIAS,META
50150,CASTILLA LA NUEVA,META
50287,FUENTE DE ORO,META
50313,GRANADA,META
50318,GUAMAL,META
50325,MAPIRIPAN,META
50330,MESETAS,META
50350,LA MACARENA,META
50370,URIBE,META
50400,LEJANIAS,META
50450,PUERTO CONCORDIA,META
50568,PUERTO GAITAN,META
50573,PUERTO LOPEZ,META
50577,PUERTO LLERAS,META
50590,PUERTO RICO,META
50606,RESTREPO,META
50680,SAN CARLOS DE GUAROA,META
50683,SAN JUAN DE ARAMA,META
50689,SAN MARTIN DE LOS LLANOS,META
50711,VISTA HERMOSA,META
52051,ARBOLEDA (BERRUECOS),NARIÑO
52079,BARBACOAS,NARIÑO
52083,BELEN,NARIÑO
52110,BUESACO,NARIÑO
52203,COLON (GENOVA),NARIÑO
52207,CONSACA,NARIÑO
52215,CORDOBA,NARIÑO
52224,CUASPUD (CARLOSAMA),NARIÑO
52227,CUMBAL,NARIÑO
52233,CUMBITARA,NARIÑO
52240,CHACHAGUI,NARIÑO
52250,EL CHARCO,NARIÑO
52256,EL ROSARIO,NARIÑO
52258,EL TABLON,NARIÑO
52260,EL TAMBO,NARIÑO
52317,GUACHUCAL,NARIÑO
52320,GUAITARILLA,NARIÑO
52352,ILES,NARIÑO
52378,LA CRUZ,NARIÑO
52381,LA FLORIDA,NARIÑO
52390,LA TOLA,NARIÑO
52399,LA UNION,NARIÑO
52405,LEIVA,NARIÑO
52411,LINARES,NARIÑO
52418,LOS ANDES (SOTOMAYOR),NARIÑO
52473,MOSQUERA,NARIÑO
52506,OSPINA,NARIÑO
52520,FRANCISCO PIZARRO (SALAHONDA),NARIÑO
52540,POLICARPA,NARIÑO
52560,POTOSI,NARIÑO
52585,PUPIALES,NARIÑO
52621,ROBERTO PAYAN (SAN JOSE),NARIÑO
52678,SAMANIEGO,NARIÑO
52683,SANDONA,NARIÑO
52685,SAN BERNARDO,NARIÑO
52687,SAN LORENZO,NARIÑO
52693,SAN PABLO,NARIÑO
52694,SAN PEDRO DE CARTAGO,NARIÑO
52696,SANTA BARBARA (ISCUANDE),NARIÑO
52699,SANTACRUZ (GUACHAVES),NARIÑO
52786,TAMINANGO,NARIÑO
52788,TANGUA,NARIÑO
52838,TUQUERRES,NARIÑO
52885,YACUANQUER,NARIÑO
54003,ABREGO,NORTE DE SAN
54051,ARBOLEDAS,NORTE DE SAN
54128,CACHIRA,NORTE DE SAN
54172,CHINACOTA,NORTE DE SAN
54174,CHITAGA,NORTE DE SAN
54206,CONVENCION,NORTE DE SAN
54245,EL CARMEN,NORTE DE SAN
54250,EL TARRA,NORTE DE SAN
54261,EL ZULIA,NORTE DE SAN
54344,HACARI,NORTE DE SAN
54385,LA ESPERANZA,NORTE DE SAN
54398,LA PLAYA,NORTE DE SAN
54405,LOS PATIOS,NORTE DE SAN
54498,OCAÑA,NORTE DE SAN
54518,PAMPLONA,NORTE DE SAN
54553,PUERTO SANTANDER,NORTE DE SAN
54670,SAN CALIXTO,NORTE DE SAN
54720,SARDINATA,NORTE DE SAN
54810,TIBU,NORTE DE SAN
54820,TOLEDO,NORTE DE SAN
54874,VILLA DEL ROSARIO,NORTE DE SAN
63130,CALARCA,QUINDIO
63190,CIRCASIA,QUINDIO
63272,FILANDIA,QUINDIO
63401,LA TEBAIDA,QUINDIO
63470,MONTENEGRO,QUINDIO
63594,QUIMBAYA,QUINDIO
66045,APIA,RISARALDA
66088,BELEN DE UMBRIA,RISARALDA
66318,GUATICA,RISARALDA
66383,LA CELIA,RISARALDA
66400,LA VIRGINIA,RISARALDA
66440,MARSELLA,RISARALDA
66456,MISTRATO,RISARALDA
66572,PUEBLO RICO,RISARALDA
66594,QUINCHIA,RISARALDA
66682,SANTA ROSA DE CABAL,RISARALDA
66687,SANTUARIO,RISARALDA
68077,BARBOSA,SANTANDER
68101,BOLIVAR,SANTANDER
68167,CHARALA,SANTANDER
68190,CIMITARRA,SANTANDER
68217,COROMORO,SANTANDER
68229,CURITI,SANTANDER
68235,EL CARMEN,SANTANDER
68255,EL PLAYON,SANTANDER
68385,LANDAZURI,SANTANDER
68406,LEBRIJA,SANTANDER
68418,LOS SANTOS,SANTANDER
68432,MALAGA,SANTANDER
68464,MOGOTES,SANTANDER
68500,OIBA,SANTANDER
68572,PUENTE NACIONAL,SANTANDER
68575,PUERTO WILCHES,SANTANDER
68655,SABANA DE TORRES,SANTANDER
68669,SAN ANDRES,SANTANDER
68679,SAN GIL,SANTANDER
68689,SAN VICENTE DE CHUCURI,SANTANDER
68755,SOCORRO,SANTANDER
68770,SUAITA,SANTANDER
68773,SUCRE,SANTANDER
68820,TONA,SANTANDER
68861,VELEZ,SANTANDER
68895,ZAPATOCA,SANTANDER
70110,BUENAVISTA,SUCRE
70215,COROZAL,SUCRE
70221,COVEÑAS,SUCRE
70233,EL ROBLE,SUCRE
70235,GALERAS (NUEVA GRANADA),SUCRE
70400,LA UNION,SUCRE
70418,LOS PALMITOS,SUCRE
70429,MAJAGUAL,SUCRE
70473,MORROA,SUCRE
70508,OVEJAS,SUCRE
70523,PALMITO,SUCRE
70670,SAMPUES,SUCRE
70678,SAN BENITO ABAD,SUCRE
70702,SAN JUAN DE BETULIA (BETULIA),SUCRE
70708,SAN MARCOS,SUCRE
70713,SAN ONOFRE,SUCRE
70717,SAN PEDRO,SUCRE
70742,SINCE,SUCRE
70771,SUCRE,SUCRE
70820,TOLU,SUCRE
70823,TOLUVIEJO,SUCRE
73026,ALVARADO,TOLIMA
73043,ANZOATEGUI,TOLIMA
73055,ARMERO (GUAYABAL),TOLIMA
73067,ATACO,TOLIMA
73124,CAJAMARCA,TOLIMA
73148,CARMEN DE APICALA,TOLIMA
73168,CHAPARRAL,TOLIMA
73200,COELLO,TOLIMA
73217,COYAIMA,TOLIMA
73226,CUNDAY,TOLIMA
73236,DOLORES,TOLIMA
73268,ESPINAL,TOLIMA
73270,FALAN,TOLIMA
73275,FLANDES,TOLIMA
73283,FRESNO,TOLIMA
73319,GUAMO,TOLIMA
73347,HERVEO,TOLIMA
73349,HONDA,TOLIMA
73352,ICONONZO,TOLIMA
73408,LERIDA,TOLIMA
73411,LIBANO,TOLIMA
73443,MARIQUITA,TOLIMA
73449,MELGAR,TOLIMA
73483,NATAGAIMA,TOLIMA
73504,ORTEGA,TOLIMA
73520,PALOCABILDO,TOLIMA
73555,PLANADAS,TOLIMA
73563,PRADO,TOLIMA
73585,PURIFICACION,TOLIMA
73616,RIOBLANCO,TOLIMA
73624,ROVIRA,TOLIMA
73671,SALDAÑA,TOLIMA
73678,SAN LUIS,TOLIMA
73861,VENADILLO,TOLIMA
73870,VILLAHERMOSA,TOLIMA
76020,ALCALA,VALLE
76036,ANDALUCIA,VALLE
76041,ANSERMANUEVO,VALLE
76100,BOLIVAR,VALLE
76111,BUGA,VALLE
76113,BUGALAGRANDE,VALLE
76122,CAICEDONIA,VALLE
76126,CALIMA (DARIEN),VALLE
76130,CANDELARIA,VALLE
76233,DAGUA,VALLE
76243,EL AGUILA,VALLE
76246,EL CAIRO,VALLE
76248,EL CERRITO,VALLE
76250,EL DOVIO,VALLE
76275,FLORIDA,VALLE
76306,GINEBRA,VALLE
76318,GUACARI,VALLE
76364,JAMUNDI,VALLE
76400,LA UNION,VALLE
76403,LA VICTORIA,VALLE
76497,OBANDO,VALLE
76563,PRADERA,VALLE
76606,RESTREPO,VALLE
76616,RIOFRIO,VALLE
76622,ROLDANILLO,VALLE
76670,SAN PEDRO,VALLE
76736,SEVILLA,VALLE
76823,TORO,VALLE
76828,TRUJILLO,VALLE
76869,VIJES,VALLE
76890,YOTOCO,VALLE
76892,YUMBO,VALLE
76895,ZARZAL,VALLE
81001,ARAUCA,ARAUCA
81065,ARAUQUITA,ARAUCA
81300,FORTUL,ARAUCA
81736,SARAVENA,ARAUCA
81794,TAME,ARAUCA
85010,AGUAZUL,CASANARE
85125,HATO COROZAL,CASANARE
85139,MANI,CASANARE
85162,MONTERREY,CASANARE
85225,NUNCHIA,CASANARE
85230,OROCUE,CASANARE
85263,PORE,CASANARE
85325,SAN LUIS DE PALENQUE,CASANARE
85410,TAURAMENA,CASANARE
85430,TRINIDAD,CASANARE
85440,VILLANUEVA,CASANARE
86001,MOCOA,PUTUMAYO
86320,ORITO,PUTUMAYO
86568,PUERTO ASIS,PUTUMAYO
86569,PUERTO CAICEDO,PUTUMAYO
86573,PUERTO LEGUIZAMO,PUTUMAYO
86749,SIBUNDOY,PUTUMAYO
86757,SAN MIGUEL (LA DORADA),PUTUMAYO
86760,SANTIAGO,PUTUMAYO
86865,VALLE DEL GUAMUEZ (LA HORMIGA),PUTUMAYO
86885,VILLAGARZON,PUTUMAYO
91001,LETICIA,AMAZONAS
94001,INIRIDA,GUAINIA
95001,SAN JOSE DEL GUAVIARE,GUAVIARE
95025,EL RETORNO,GUAVIARE
95200,MIRAFLORES,GUAVIARE
97001,MITU,VAUPES
99524,LA PRIMAVERA,VICHADA
99773,CUMARIBO,VICHADA
