ID;_assignment;strata;departamento;municipio
52427;;;NARIÑO;MAGUI (PAYAN)
52435;;;NARIÑO;MALLAMA (PIEDRANCHA)
52480;;;NARIÑO;NARIÑO
52490;;;NARIÑO;OLAYA HERRERA
52565;;;NARIÑO;PROVIDENCIA
52573;;;NARIÑO;PUERRES
52612;;;NARIÑO;RICAURTE
52720;;;NARIÑO;SAPUYES
52835;;;NARIÑO;TUMACO
54001;;;NORTE DE SANTANDER;CUCUTA
54099;;;NORTE DE SANTANDER;BOCHALEMA
54109;;;NORTE DE SANTANDER;BUCARASICA
54125;;;NORTE DE SANTANDER;CACOTA
54223;;;NORTE DE SANTANDER;CUCUTILLA
54239;;;NORTE DE SANTANDER;DURANIA
54313;;;NORTE DE SANTANDER;GRAMALOTE
54347;;;NORTE DE SANTANDER;HERRAN
54377;;;NORTE DE SANTANDER;LABATECA
54418;;;NORTE DE SANTANDER;LOURDES
54480;;;NORTE DE SANTANDER;MUTISCUA
54520;;;NORTE DE SANTANDER;PAMPLONITA
54599;;;NORTE DE SANTANDER;RAGONVALIA
54660;;;NORTE DE SANTANDER;SALAZAR
54673;;;NORTE DE SANTANDER;SAN CAYETANO
54680;;;NORTE DE SANTANDER;SANTIAGO
54743;;;NORTE DE SANTANDER;SILOS
54800;;;NORTE DE SANTANDER;TEORAMA
54871;;;NORTE DE SANTANDER;VILLA CARO
63001;;;QUINDIO;ARMENIA
63111;;;QUINDIO;BUENAVISTA
63212;;;QUINDIO;CORDOBA
63302;;;QUINDIO;GENOVA
63548;;;QUINDIO;PIJAO
63690;;;QUINDIO;SALENTO
66001;;;RISARALDA;PEREIRA
66075;;;RISARALDA;BALBOA
66170;;;RISARALDA;DOSQUEBRADAS
68001;;;SANTANDER;BUCARAMANGA
68013;;;SANTANDER;AGUADA
68020;;;SANTANDER;ALBANIA
68051;;;SANTANDER;ARATOCA
68079;;;SANTANDER;BARICHARA
68081;;;SANTANDER;BARRANCABERMEJA
68092;;;SANTANDER;BETULIA
68121;;;SANTANDER;CABRERA
68132;;;SANTANDER;CALIFORNIA
68147;;;SANTANDER;CAPITANEJO
68152;;;SANTANDER;CARCASI
68160;;;SANTANDER;CEPITA
68162;;;SANTANDER;CERRITO
68169;;;SANTANDER;CHARTA
68176;;;SANTANDER;CHIMA
68179;;;SANTANDER;CHIPATA
68207;;;SANTANDER;CONCEPCION
68209;;;SANTANDER;CONFINES
68211;;;SANTANDER;CONTRATACION
68245;;;SANTANDER;EL GUACAMAYO
68250;;;SANTANDER;EL PEÑON
68264;;;SANTANDER;ENCINO
68266;;;SANTANDER;ENCISO
68271;;;SANTANDER;FLORIAN
68276;;;SANTANDER;FLORIDABLANCA
68296;;;SANTANDER;GALAN
68298;;;SANTANDER;GAMBITA
68307;;;SANTANDER;GIRON
68318;;;SANTANDER;GUACA
68320;;;SANTANDER;GUADALUPE
68322;;;SANTANDER;GUAPOTA
68324;;;SANTANDER;GUAVATA
68327;;;SANTANDER;GUEPSA
68344;;;SANTANDER;HATO
68368;;;SANTANDER;JESUS MARIA
68370;;;SANTANDER;JORDAN
68377;;;SANTANDER;LA BELLEZA
68397;;;SANTANDER;LA PAZ
68425;;;SANTANDER;MACARAVITA
68444;;;SANTANDER;MATANZA
68468;;;SANTANDER;MOLAGAVITA
68498;;;SANTANDER;OCAMONTE
68502;;;SANTANDER;ONZAGA
68522;;;SANTANDER;PALMAR
68524;;;SANTANDER;PALMAS DEL SOCORRO
68533;;;SANTANDER;PARAMO
68547;;;SANTANDER;PIEDECUESTA
68549;;;SANTANDER;PINCHOTE
68573;;;SANTANDER;PUERTO PARRA
68615;;;SANTANDER;RIONEGRO
68673;;;SANTANDER;SAN BENITO
68682;;;SANTANDER;SAN JOAQUIN
68684;;;SANTANDER;SAN JOSE DE MIRANDA
68686;;;SANTANDER;SAN MIGUEL
68705;;;SANTANDER;SANTA BARBARA
68720;;;SANTANDER;SANTA HELENA DEL OPON
68745;;;SANTANDER;SIMACOTA
68780;;;SANTANDER;SURATA
68855;;;SANTANDER;VALLE DE SAN JOSE
68867;;;SANTANDER;VETAS
68872;;;SANTANDER;VILLANUEVA
70001;;;SUCRE;SINCELEJO
70124;;;SUCRE;CAIMITO
70204;;;SUCRE;COLOSO (RICAURTE)
70230;;;SUCRE;CHALAN
70265;;;SUCRE;GUARANDA
73001;;;TOLIMA;IBAGUE
73024;;;TOLIMA;ALPUJARRA
73030;;;TOLIMA;AMBALEMA
73152;;;TOLIMA;CASABIANCA
73461;;;TOLIMA;MURILLO
73547;;;TOLIMA;PIEDRAS
73622;;;TOLIMA;RONCESVALLES
73675;;;TOLIMA;SAN ANTONIO
73686;;;TOLIMA;SANTA ISABEL
73770;;;TOLIMA;SUAREZ
73854;;;TOLIMA;VALLE DE SAN JUAN
73873;;;TOLIMA;VILLARRICA
76001;;;VALLE;CALI
76054;;;VALLE;ARGELIA
76109;;;VALLE;BUENAVENTURA
76147;;;VALLE;CARTAGO
76377;;;VALLE;LA CUMBRE
76520;;;VALLE;PALMIRA
76834;;;VALLE;TULUA
76845;;;VALLE;ULLOA
76863;;;VALLE;VERSALLES
81220;;;ARAUCA;CRAVO NORTE
81591;;;ARAUCA;PUERTO RONDON
85001;;;CASANARE;YOPAL
85015;;;CASANARE;CHAMEZA
85136;;;CASANARE;LA SALINA
85250;;;CASANARE;PAZ DE ARIPORO (MORENO)
85279;;;CASANARE;RECETOR
85300;;;CASANARE;SABANALARGA
85315;;;CASANARE;SACAMA
85400;;;CASANARE;TAMARA
86219;;;PUTUMAYO;COLON
86571;;;PUTUMAYO;PUERTO GUZMAN
86755;;;PUTUMAYO;SAN FRANCISCO
88001;;;SAN ANDRES;SAN ANDRES
88564;;;SAN ANDRES;PROVIDENCIA
91263;;;AMAZONAS;EL ENCANTO
91405;;;AMAZONAS;LA CHORRERA
91407;;;AMAZONAS;LA PEDRERA
91430;;;AMAZONAS;LA VICTORIA
91460;;;AMAZONAS;MIRITI PARANA
91530;;;AMAZONAS;PUERTO ALEGRIA
91536;;;AMAZONAS;PUERTO ARICA
91540;;;AMAZONAS;PUERTO NARIÑO
91669;;;AMAZONAS;PUERTO SANTANDER
91798;;;AMAZONAS;TARAPACA
94343;;;GUAINIA;BARRANCO MINAS
94663;;;GUAINIA;MAPIRIPANA
94883;;;GUAINIA;SAN FELIPE
94884;;;GUAINIA;PUERTO COLOMBIA
94885;;;GUAINIA;LA GUADALUPE
94886;;;GUAINIA;CACAHUAL
94887;;;GUAINIA;PANA PANA (CAMPO ALEGRE)
94888;;;GUAINIA;MORICHAL (MORICHAL NUEVO)
95015;;;GUAVIARE;CALAMAR
97161;;;VAUPES;CARURU
97511;;;VAUPES;BUENOS AIRES (PACOA)
97666;;;VAUPES;TARAIRA
97777;;;VAUPES;MORICHAL (PAPUNAGUA)
97889;;;VAUPES;YAVARATE
99001;;;VICHADA;PUERTO CARREÑO
99624;;;VICHADA;SANTA ROSALIA
